nid,title,category,full_path,cnn_valid,cnn_emb_idx
552788,"EXHIBIT AT THE FIRST SYMPOSIUM ON LOW POLLUTION POWER SYSTEMS DEVELOPMENT HELD AT THE MARRIOTT MOTOR INN, ANN ARBOR VEHICLES AND HARDWARE WERE ASSEMBLED AT THE EPA ANN ARBOR LABORATORY. PART OF THE EXHIBIT WAS HELD IN THE MOTEL PARKING LOT SEEN HERE ARE SYMPOSIUM PARTICIPANTS WITH GENERAL MOTORS GASOLINE POWERED VEHICLE (FOREGROUND) AND, IN BACKGROUND, THE EPA/WILLIAMS TURBINE CAR",Transportation and Infrastructure,data/documerica_subset\552788.jpg,True,113
552806,IN THE SPRING OF 1973 THE MISSISSIPPI RIVER REACHED ITS HIGHEST LEVEL IN MORE THAN 150 YEARS. UNPRECEDENTED FLOODING OCCURRED THROUGHOUT THE RIVER BASIN. PARTICULARLY AFFECTED WERE THE MARSH AREAS BELOW NEW ORLEANS AND THE ENTIRE ATCHAFALAYA RIVER BASIN LAFITTE SHRIMP FISHERMAN WEAVES NET. THREE WEEKS EARLIER THIS AREA WAS UNDER FLOOD WATER,Pollution and Environmental Damage,data/documerica_subset\552806.jpg,True,114
552828,IN THE SPRING OF 1973 THE MISSISSIPPI RIVER REACHED ITS HIGHEST LEVEL IN MORE THAN 150 YEARS. UNPRECEDENTED FLOODING OCCURRED THROUGHOUT THE RIVER BASIN. PARTICULARLY AFFECTED WERE THE MARSH AREA BELOW NEW ORLEANS AND THE ENTIRE ATCHAFALAYA RIVER BASIN STEVENSVILLE ROAD HOUSE NEAR MORGAN CITY FLOODED BY WATERS FROM LAKE PALOURDE. LAKE COULD NOT DRAIN INTO THE FLOOD-SWOLLEN ATCHAFALAYA,Pollution and Environmental Damage,data/documerica_subset\552828.jpg,True,115
552834,IN THE SPRING OF 1973 THE MISSISSIPPI RIVER REACHED ITS HIGHEST LEVEL IN MORE THAN 150 YEARS. UNPRECEDENTED FLOODING OCCURRED THROUGHOUT THE RIVER BASIN. PARTICULARLY AFFECTED WERE THE MARSH AREA BELOW NEW ORLEANS AND THE ENTIRE ATCHAFALAYA RIVER BASIN FLOODED SUGAR CANE FIELD ON HIGHWAY 70 BETWEEN BELLE RIVER AND PIERRE PART,Rural Landscape,data/documerica_subset\552834.jpg,True,116
552880,LAKE BORGNE OYSTERMEN CLAIM RELEASE OF MISSISSIPPI RIVER FLOOD WATERS HAS POLLUTED THEIR OYSTER BEDS. SOME OF THE MEN ARE PREPARING A LEGAL DEPOSITION. ABOARD CAPTAIN PETE TESVICH'S BOAT THEY COLLECT EVIDENCE FOR THEIR CASE. TESVICH'S GROUP HAS BOARDED BOAT CARRYING A GROUP OF U.S. ARMY CORPS OF ENGINEERS BIOLOGISTS TOGETHER THEY EXAMINE THE DEAD AND DISEASED OYSTERS. OYSTERMAN TOM HADLEY PROBES A DISEASED OYSTER,Pollution and Environmental Damage,data/documerica_subset\552880.jpg,True,117
552882,PASSION FLOWER VINE GROWING IN A DITCH BESIDE A COUNTRY ROAD AT TATE COVE NEAR VILLE PLATTE,Rural Landscape,data/documerica_subset\552882.jpg,True,118
552928,"IN MARCH OF 1972, A BARGE CARRYING LIQUID CHLORINE RAMMED THE MCALPINE DAM. (SEQUENCE) (FROM THE DOCUMERICA-1 EXHIBITION. FOR OTHER IMAGES IN THIS ASSIGNMENT, SEE FICHE NUMBERS 24, 25.)",Transportation and Infrastructure,data/documerica_subset\552928.jpg,True,119
553008,"ABANDONED AUTO. (FROM THE DOCUMERICA-1 EXHIBITION. FOR OTHER IMAGES IN THIS ASSIGNMENT, SEE FICHE NUMBER 35.)",Rural Landscape,data/documerica_subset\553008.jpg,True,120
553026,"EXHIBIT OF POLLUTION CONTROL SYSTEMS AT FOUR CORNERS POWER PLANT. (FROM THE DOCUMERICA-1 EXHIBITION. FOR OTHER IMAGES IN THIS ASSIGNMENT, SEE FICHE NUMBERS 27, 28, 31, 32, 33.)",Industrial Site,data/documerica_subset\553026.jpg,True,121
553137,DERBY DAM ON THE TRUCKEE RIVER IS ONE OF THE FACILITIES IN THE NEWLANDS IRRIGATION PROJECT,Pollution and Environmental Damage,data/documerica_subset\553137.jpg,True,122
553259,"AUGUST BRINGS THE ""D'AUG DAYS"" TO FOUNTAIN SQUARE. ""D'AUG DAYS"" IS A MONTH LONG FESTIVAL OF ARTS PRESENTED TO, FOR, AND SOMETIMES BY, THE PEOPLE. CROWDS IN THE SQUARE WATCH AS DANCERS PERFORM UNDER SPOTLIGHTS",People and Community,data/documerica_subset\553259.jpg,True,123
553434,"WATER IN DRAINAGE DITCH, CLOGGED WITH WASTES, FLOWS FROM THE LEOMINSTER DUMP AREA INTO THE ALREADY SEVERELY POLLUTED NASHUA RIVER",Pollution and Environmental Damage,data/documerica_subset\553434.jpg,True,124
553497,"THE WATKINS OF MULKY SQUARE, A FAMILY OF ELEVEN, LIVE IN THE 1600 BLOCK OF MADISON STREET, A FEW BLOCKS FROM THE AREA BEING CLEARED FOR I-635. MRS. WATKINS AND SOME OF HER YOUNGER CHILDREN",Urban Landscape,data/documerica_subset\553497.jpg,True,125
553529,BILLY WATKINS EATS A BOWL OF CEREAL IN THE LIVING ROOM OF HIS HOUSE IN MULKY SQUARE. BILLY IS ONE OF 9 CHILDREN OF A BISCUIT COMPANY WORKER AND HIS WIFE,People and Community,data/documerica_subset\553529.jpg,True,126
553638,"IN AUGUST, 1973, A MAJOR FOREST FIRE SWEPT THROUGH THE WESTERN SLOPES OF THE SIERRA MOUNTAIN RANGE NEAR SONORA, CALIFORNIA SALVAGE OPERATIONS ON ACREAGE OWNED BY THE PICKERING LUMBER COMPANY OF STANDARD, CALIFORNIA., BEGAN PROMPTLY. PICKERING LOGGERS IN BURN AREA",Pollution and Environmental Damage,data/documerica_subset\553638.jpg,True,127
553863,"NATIONAL METALS JUNKYARD. (FROM THE SITES EXHIBITION. FOR OTHER IMAGES IN THIS ASSIGNMENT, SEE FICHE NUMBERS 38, 39, 40, 58.)",Urban Landscape,data/documerica_subset\553863.jpg,True,128
553885,"TROJAN NUCLEAR POWER PLANT ON THE COLUMBIA RIVER. (FROM THE SITES EXHIBITION. FOR OTHER IMAGES IN THIS ASSIGNMENT, SEE FICHE NUMBERS 42, 43, 44, 45, 46, 47.)",Industrial Site,data/documerica_subset\553885.jpg,True,129
553992,SUNSET AT MANELE BAY,Rural Landscape,data/documerica_subset\553992.jpg,True,130
554082,HONOMANU BAY LIES IN A CONSERVATION DISTRICT OF THE ISLAND,Rural Landscape,data/documerica_subset\554082.jpg,True,131
554190,"NEAR THE TOWN OF WISCONSIN DELLS THE WISCONSIN RIVER CHANNELS THROUGH DEEP, SOFT SANDSTONE CLIFFS, CUTTING THE ROCK INTO FANTASTIC SHAPES. THESE NATURAL SPLENDORS HAVE GIVEN RISE TO A BOOMING TOURIST INDUSTRY. PEOPLE COME IN DROVES, OFTEN IN CAMPERS AND TRAILERS. BOAT TRIPS, SHOPS, BARS, AND DIVERSIONS OF EVERY KIND VIE FOR PATRONAGE IN AN AMUSEMENT COMPLEX EXTENDING 2 OR 3 MILES BEYOND THE TOWN",Pollution and Environmental Damage,data/documerica_subset\554190.jpg,True,132
554198,HERBERT MAY AND COMPANIONS GEAR UP TO FISH ON RED LAKE,Agriculture and Farming,data/documerica_subset\554198.jpg,True,133
554211,JUNKYARD FOR WORN-OUT AGRICULTURAL IMPLEMENTS AT KARLSTAD,Industrial Site,data/documerica_subset\554211.jpg,True,134
554544,"BULLDOZER OPERATOR AT BIG MOOSE, DUMP COVERING TRASH IN THE ADIRONDACK FOREST PRESERVE",Industrial Site,data/documerica_subset\554544.jpg,True,135
554562,"ABANDONED FARM WHICH DID NOT SUCCEED NEAR ELIZABETHTOWN NEW YORK, IN THE ADIRONDACK FOREST PRESERVE",Rural Landscape,data/documerica_subset\554562.jpg,True,136
554566,"NEW HIGHWAY 30 NEAR TUPPER LAKE, NEW YORK, SHOWS FINE GRADING, DRAINAGE FIELDS AND GRASSING FOR EROSION CONTROL, IN THE ADIRONDACK FOREST PRESERVE",Transportation and Infrastructure,data/documerica_subset\554566.jpg,True,137
554695,"FIRE TOWER ON BALD MOUNTAIN NEAR FOURTH LAKE, MOST OF THE TOWERS ARE NO LONGER USED BECAUSE FIRE PATROLS ARE MADE BY PLANE TO SAVE ON MANPOWER, IN THE ADIRONDACK FOREST PRESERVE",Pollution and Environmental Damage,data/documerica_subset\554695.jpg,True,138
554789,"THIS ROAD, ROUTE 100 IN SOUTHEASTERN OHIO, WAS PAID FOR BY TAXPAYERS AND TAKEN OVER BY THE HANNA COAL COMPANY. STRIP MINING OPPONENTS CLAIM COMPANY EMPLOYEES WERE TOLD TO VOTE FOR THE ROAD CLOSING OR RISK LOSING THEIR JOBS. MANY LOCAL ROADS IN THE AREA HAVE BEEN CLOSED. OFF INTERSTATE 70",Rural Landscape,data/documerica_subset\554789.jpg,True,139
554902,"YOUNG MAN PICKS LEAVES FROM HIS GIRL'S HAIR AFTER THEY HAD EMBRACED ON THE BANKS OF THE FRIO CANYON RIVER NEAR LEAKEY, TEXAS AND SAN ANTONIO",People and Community,data/documerica_subset\554902.jpg,True,140
554976,"GNARLY WESTERN RED CEDAR IN COASTAL SPRUCE FOREST WITH TYPICAL GROUND COVER IN THE PACIFIC COAST AREA OF THE OLYMPIC NATIONAL PARK, WASHINGTON",Nature and Wildlife,data/documerica_subset\554976.jpg,True,141
555396,THE COLUMBIA RIVER SHOWN HERE AT ROOSTER ROCK STATE PARK 18 MILES EAST OF PORTLAND. IS SHOWN AT A RECORD LOW. RIVER BEDS NEVER SEEN BEFORE WERE EXPOSED MORE THAN THREE MONTHS BECAUSE OF A LACK OF PRECIPITATION THE PREVIOUS YEAR,Pollution and Environmental Damage,data/documerica_subset\555396.jpg,True,142
555436,"IT SEEMS PEOPLE DON'T CONSIDER SOMETHING AS A CRISIS OR NATIONAL ISSUE UNTIL IT IS REPRODUCED ON A TEE SHIRT. THIS MESSAGE ""JOIN THE ENERGY CORPS,"" WAS PRODUCED BY A POWER COMPANY, AND WORN BY A LITTLE GIRL",People and Community,data/documerica_subset\555436.jpg,True,143
555460,SOME MOTORISTS RAN OUT OF GAS SUCH AS THIS MAN IN PORTLAND AND HAD TO STAND IN LINE WITH A GAS CAN DURING THE FUEL CRISIS IN THE PACIFIC NORTHWEST,Urban Landscape,data/documerica_subset\555460.jpg,True,144
555545,"DYING CORN PLANT IS SHOWN IN A TRUCK GARDEN ABOUT 12 HOURS AFTER BEING CONTAMINATED WHEN A PENNWALT CORPORATION CHEMICAL STORAGE PLANT WAS DESTROYED BY FIRE AND EXPLOSIONS BELIEVED CAUSED BY LIGHTNING. CHEMICALS ALSO SPILLED INTO THE OLENTANGY RIVER JUNE 20, 1974, AND CAUSED A MAJOR FISH KILL. EPA AUTHORITIES SUPERVISED THE CLEANUP",Pollution and Environmental Damage,data/documerica_subset\555545.jpg,True,145
555743,"THE EAST SIDE OF MANHATTAN, NEW YORK. THE NEW YORK, NEW JERSEY METROPOLITAN REGION IS ONE OF THE MOST CONGESTED URBAN AND INDUSTRIAL AREAS OF THE WORLD. TRANSPORTATION IN AN AREA LIKE NEW YORK PRODUCES ENVIRONMENTAL PROBLEMS OF ITS OWN. THE AUTOMOBILE MUST TAKE RESPONSIBILITY FOR AIR POLLUTION, ONE OF THE MORE CRITICAL PROBLEMS AFFECTING THE BIGHT",Urban Landscape,data/documerica_subset\555743.jpg,True,146
555756,"COASTAL DEVELOPMENT AT CONEY ISLAND, NEW YORK. THE NEW YORK, NEW JERSEY METROPOLITAN REGION IS ONE OF THE MOST CONGESTED URBAN AND INDUSTRIAL AREAS IN THE WORLD. STRESS FACTORS WHICH AFFECT THE BIGHT INCLUDE AIR AND WATER POLLUTION, DESTRUCTION OF WETLANDS WHICH ARE NURSERIES FOR MARINE LIFE, COASTAL OVERDEVELOPMENT, AND OCEAN DUMPING OF MUNICIPAL AND INDUSTRIAL WASTES",Urban Landscape,data/documerica_subset\555756.jpg,True,147
555800,"NEW YORK CITY OWNED SLUDGE VESSEL HEADING FOR A DUMP SITE IN THE NEW YORK BIGHT WITH ROCKAWAY BEACH, LONG ISLAND, IN THE BACKGROUND. ASIDE FROM SEWAGE SLUDGE AND INDUSTRIAL WASTES, THE BIGHT IS A DISPOSAL SITE FOR DREDGE SPOILS, CONSTRUCTION DEBRIS AND DERELICT VESSELS. DREDGE SPOILS ARE DUMPED SIX MILES FROM SHORE SLUDGE 12 MILES, WASTE ACID 15 MILES AND CHEMICAL WASTES 106 MILES",Pollution and Environmental Damage,data/documerica_subset\555800.jpg,True,148
555812,"AN AREA. LANDFILL AND INCINERATION ARE ALTERNATIVES TO OCEAN DUMPING, BUT INCINERATION ADDS TO AIR POLLUTION AND LANDFILL NEEDS ADEQUATE OPEN LAND WHICH IS HARD TO FIND. LANDFILL ALSO MEANS A POTENTIAL DANGER OF POLLUTING GROUNDWATER NEAR THE DUMP SITE",Pollution and Environmental Damage,data/documerica_subset\555812.jpg,True,149
555865,AERIAL VIEW OF THE POND WHEN CLEANUP OPERATIONS WERE HALF FINISHED. IN THE BACKGROUND BEYOND THE POND IS THE DISPOSAL SITE FOR THE LIQUID WHICH WAS TREATED AND NEUTRALIZED. IN THE UPPER LEFT PORTION OF THE PICTURE ARE EVAPORATION CELLS ON THE EDGE OF GREAT SALT LAKE. EPA PERSONNEL SUPERVISED THE CLEANUP AND DISPOSAL OF MATERIALS,Transportation and Infrastructure,data/documerica_subset\555865.jpg,True,150
555868,"PUMPING OPERATION UNDERWAY WHICH REMOVED SOME 1,200,000 GALLONS OF ACID WATER AND OIL FROM THE FIVE ACRE POND. THE LIQUID WAS NEUTRALIZED AFTER REMOVAL AND TRUCKED TO A NEARBY SITE FOR DISPOSAL. THE POND WAS CLEANED UP UNDER EPA SUPERVISION TO PREVENT POSSIBLE CONTAMINATION OF NEARBY GREAT SALT LAKE AND A WILDLIFE REFUGE",Pollution and Environmental Damage,data/documerica_subset\555868.jpg,True,151
555870,CLEANUP OPERATIONS ON THIS FIVE ACRE POND WERE HALF FINISHED WHEN THIS PICTURE WAS TAKEN. DIKES HAD BEEN PLACED TO SEPARATE THE ACID WATER AND OIL FOR REMOVAL. AS THE LIQUID WAS REMOVED THE JUNKED CARS AND OTHER DEBRIS WERE PILED FOR DISPOSAL. EPA PERSONNEL SUPERVISED THE CLEANUP WHICH WAS DONE TO PREVENT POSSIBLE CONTAMINATION OF THE AREA,Pollution and Environmental Damage,data/documerica_subset\555870.jpg,True,152
555876,"SOME OF THE LIQUID SLUDGE WHICH HAD BEEN TREATED AND SPREAD AT THE DISPOSAL AREA TRICKLED TO THE LOWEST PORTION OF SITE. IT WAS COLLECTED AND RETURNED TO ANOTHER PART OF THE DISPOSAL AREA. EPA PERSONNEL SUPERVISED CLEANUP OF THE CONTAMINATED POND, TREATMENT AND DISPOSAL. THE POND POSED A POSSIBLE HAZARD TO GREAT SALT LAKE AND A NEARBY WILDLIFE REFUGE",Agriculture and Farming,data/documerica_subset\555876.jpg,True,153
555922,"PRIVATE RESIDENCE ON NORTH MAIN STREET IN PATERSON, NEW JERSEY. THE INNER CITY TODAY IS AN ABSOLUTE CONTRADICTION TO THE MAIN STREAM AMERICA OF GAS STATIONS, EXPRESSWAYS, SHOPPING CENTERS AND TRACT HOMES. IT IS POPULATED BY BLACKS, LATINS AND THE WHITE POOR. MOST OF ALL, THE INNER CITY IS HUMAN BEINGS, AS THREATENED AND BEAUTIFUL AS THE 19TH CENTURY BUILDINGS IN THEIR ENVIRONMENT",Urban Landscape,data/documerica_subset\555922.jpg,True,154
555970,"CHILDREN SLEEPING IN ONE OF THE CHAIR CARS ON THE SOUTHWEST LIMITED, AN OVERNIGHT TRAIN FROM LOS ANGELES, CALIFORNIA, TO ALBUQUERQUE, NEW MEXICO. COMPARTMENTS ARE AVAILABLE FOR PASSENGERS WHO WISH TO PAY MORE MONEY. THE TRAIN ALSO HAS A DOME CAR, DINING CAR AND LOUNGE CAR. IT ENDS ITS RUN IN CHICAGO",Pollution and Environmental Damage,data/documerica_subset\555970.jpg,True,155
556086,"FIREMAN, LEFT, AND ENGINEER IN THE CAB OF THE EMPIRE BUILDER PASSENGER TRAIN AS IT HEADS WEST FROM CHICAGO TO EAST GLACIER PARK MONTANA, AND SEATTLE, WASHINGTON. AMTRAK, SINCE IT ASSUMED RESPONSIBILITY FOR MOST U.S. INTERCITY RAIL PASSENGER SERVICE IN 1971 HAS BEEN WORKING TO IMPROVE FACILITIES AND ATTRACT RIDERS BY USING METHODS EMPLOYED BY THE AIRLINES SUCH AS COMPUTERIZED RESERVATIONS",Industrial Site,data/documerica_subset\556086.jpg,True,156
556169,BLACK NEIGHBORS OUTSIDE ON CHICAGO'S WEST SIDE. THEY ARE PART OF THE NEARLY 1.2 MILLION PEOPLE OF THEIR RACE WHO MAKE UP MORE THAN ONE THIRD OF CHICAGO'S POPULATION. THE WEST SIDE WAS HARD HIT BY RIOTS AND FIRES IN THE MID AND LATE 1960'S. THE 1970 CENSUS NOTED THAT 22 TO 29% OF THE AREA'S RESIDENTS LIVED BELOW THE OFFICIAL POVERTY LEVEL. BLACK BUSINESSMEN REACHED AGREEMENTS WITH NATIONAL FRANCHISES WHICH RESULTED IN PUMPING $20 MILLION IN JOBS FOR RESIDENTS BY 1974,People and Community,data/documerica_subset\556169.jpg,True,157
556195,"A PORTION OF LAKE SHORE DRIVE IN CHICAGO. IT AND THE OUTER DRIVE ARE THE CITY'S MOST SPECTACULAR STREET. TRAFFIC MOTORS ALONG LAKE MICHIGAN FROM 5600 NORTH TO 6600 SOUTH, GENERALLY AT 45 MPH. THE DRIVE PROVIDES A CONTINUOUS, LANDSCAPED ASPECT OF CHICAGO'S FRONT YARD. THERE ARE FOUR LANES EACH WAY, BUT SIX LANES ARE ONE WAY IN AND SIX OUT DURING THE MORNING AND EVENING RUSH HOURS. THE FIELD MUSEUM OF NATURAL HISTORY IS SEEN IN THE BACKGROUND",Transportation and Infrastructure,data/documerica_subset\556195.jpg,True,158
556253,THE REV. JESSE JACKSON SPEAKS ON A RADIO BROADCAST FROM THE HEADQUARTERS OF OPERATION PUSH AT ITS ANNUAL CONVENTION. ONE OF THE AIMS OF THE ORGANIZATION IS TO OPEN THE WORLD OF BUSINESS TO SMALL BLACK OWNED BUSINESSES. REV. JACKSON IS CREDITED FOR HELPING TO MAKE CHICAGO THE BLACK BANKING CAPITAL OF THE COUNTRY. HE HELPED PERSUADE WHITE COMPANIES TO STOP TAKING PROFITS EARNED FROM BLACK CONSUMERS TO THE WHITE SUBURBS,People and Community,data/documerica_subset\556253.jpg,True,159
556281,"CLOSEUP OF A BLACK BEAUTY GRACING A FLOAT DURING THE ANNUAL BUD BILLIKEN DAY PARADE ALONG DR. MARTIN L. KING JR. DRIVE ON CHICAGO'S SOUTH SIDE. UP TO A HALF MILLION PEOPLE VIEW ONE OF THE LARGEST EVENTS OF THE YEAR, HELD FOR BLACKS OF ALL AGES AND ECONOMIC STATUS. THE PARADE ALSO INCLUDES BLACK POLITICIANS, BLACK BUSINESSES DISPLAYING THEIR PRODUCTS AND BLACK BANDS",Agriculture and Farming,data/documerica_subset\556281.jpg,True,160
556336,"SHIFT OF MINERS IN THE ELEVATOR WHICH WILL TAKE THEM DOWN TO WORK IN THE VIRGINIA-POCAHONTAS MINE #4 NEAR RICHLANDS, VIRGINIA THEY ARE HEADED FOR THE 1,200 FOOT LEVEL. THE BLACK HATS SIGNIFY THAT THE MEN ARE EXPERIENCED MINERS. THE MINER WITH THE GREEN HAT IS A SAFETY MAN. THESE MINES HAVE THREE SHIFTS, TWO WORKING AND ONE CLEANUP",Pollution and Environmental Damage,data/documerica_subset\556336.jpg,True,161
556429,"TRUCK MAKING ITS WAY UP BLAIR MOUNTAIN, A PLACE NEAR LOGAN WEST VIRGINIA, WHICH HOLDS AN IMPORTANT PLACE IN UNION HISTORY PROTESTING FOR BETTER WORKING CONDITIONS, MINERS MARCHED OVER THIS MOUNTAIN IN 1921. MANY WERE SHOT AND KILLED WHEN MET BY FEDERAL TROOPS. THAT ACTION GALVANIZED THE MINERS INTO ACTION AND LED TO UNION ORGANIZATION",Rural Landscape,data/documerica_subset\556429.jpg,True,162
556553,"A MINER WHO HAD COMPLETED HIS WORK SHIFT IS SHOWN ON A PONY BELONGING TO THE FAMILY OF THE TAVERN OPERATOR. A SHORT WHILE LATER HE WAS BUCKED OFF. THERE IS LITTLE FOR THE YOUNG MINERS TO DO IN THE SMALL MINING TOWNS OTHER THAN DRINK BEER AND TALK. IN RHODELL, WEST VIRGINIA, NEAR BECKLEY",Transportation and Infrastructure,data/documerica_subset\556553.jpg,True,163
556676,"SNACK BAR IS A POPULAR PLACE ON AMTRAK PASSENGER TRAINS THROUGHOUT THE UNITED STATES. THIS ONE IS SITUATED ABOARD ONE OF THE METROLINERS THAT MAKE A TOTAL OF 16 ROUND TRIPS BETWEEN WASHINGTON, DISTRICT OF COLUMBIA, AND NEW YORK CITY EACH DAY. THE CORPORATION REPORTED 18,000,000 PASSENGERS IN THE U.S. DURING 1974, AN INCREASE OF 10 PERCENT FROM THE PREVIOUS YEAR. DESPITE THE ADDED NUMBER OF RIDERS THE CORPORATION REPORTED A DEFICIT OF $272.6 MILLION AND REVENUES OF $256.9 MILLION",People and Community,data/documerica_subset\556676.jpg,True,164
556718,"CARS WERE ILLEGALLY PARKED ON TRAFFIC ""ISLANDS"", SIDEWALKS THE GRASS, BUS LANES AND NEAR FIREPLUGS DURING A BUS STRIKE IN WASHINGTON, DISTRICT OF COLUMBIA, IN MAY, 1974. SOME 250,000 PEOPLE WERE FORCED TO FIND ALTERNATE METHODS OF TRANSPORTATION, USUALLY THE CAR. MONUMENTAL TRAFFIC JAMS RESULTED AS DRIVERS LEARNED THERE WERE MORE AUTOS THAN PLACES TO PARK LEGALLY. VERY FEW TICKETS WERE GIVEN FOR VIOLATIONS BECAUSE OF THE SITUATION. NORMALLY 1,800 BUSES ARE USED DURING RUSH HOURS",Urban Landscape,data/documerica_subset\556718.jpg,True,165
556804,"ONE PASSENGER STEPS OFF A METROPOLITAN ATLANTA RAPID TRANSIT AUTHORITY (MARTA) BUS AS ANOTHER WAITS TO CLIMB ON IN ATLANTA GEORGIA. RIDERSHIP INCREASED 27 PERCENT FROM 1970 TO 1974 TO A TOTAL OF 73,727,000. MARTA HAS 715 BUSES, 490 OF THEM NEW, THAT TRAVEL 1,592 ROUTE MILES EACH WORK DAY. NEW SERVICES IN ADDITION TO THE BUSES WERE NEW ROUTES WHICH NOW TOTAL 134, NIGHT SERVICE, PASSENGER WAITING SHELTERS, FRINGE PARKING AND A FARE DECREASE FROM 40 TO 15 CENTS",People and Community,data/documerica_subset\556804.jpg,True,166
556874,"SOUTHERN RAILWAY RIGHT-OF-WAY WORKER, WORKING WITH A MACHINE THAT AIDS IN REPLACING OLD TRACK WITH NEW QUARTER MILE LONG SECTIONS OF RAIL. ON A GOOD DAY, WHEN THE CREW DOESN'T HAVE TO STOP WORK TOO MANY TIMES TO LET TRAINS PASS ON PARALLEL TRACKS THEY CAN LAY SLIGHTLY LESS THAN TWO MILES OF WELDED TRACKS PER DAY IN 1974 SOUTHERN HAD AN AVERAGE OF FOUR CREWS NUMBERING 50 TO 55 MEN EACH WORKING ON THE SYSTEM'S 10,531 MILES OF RAILROAD",Transportation and Infrastructure,data/documerica_subset\556874.jpg,True,167
556893,"SOUTHERN RAILWAY RIGHT-OF-WAY MACHINERY AND WORK CREW IMPROVING THE ROADBED. IN 1974 THE COMPANY SPENT 18.6 PERCENT OF ITS REVENUE IN TRACK MAINTENANCE, THE HIGHEST IN THE INDUSTRY. THAT YEAR SOUTHERN LAID 91,808 TONS OF RAIL AND PLACED 2,278,318 RAILROAD TIES. THE MAXIMUM SAFE SPEED ON THE COMPANY'S TRACK IS USUALLY 60 MILES PER HOUR FOR THE ENTIRE 10,531 MILES OF THE SYSTEM. IN COMPARISON, ANOTHER COMPANY HAS ONE SECTION WITH AN EIGHT MILES PER HOUR TOP SPEED",Pollution and Environmental Damage,data/documerica_subset\556893.jpg,True,168
556916,AERIAL VIEW LOOKING SOUTHWEST OF THE NORTH END OF THE BANGOR ANNEX NAVY INSTALLATION. PRIVATE FARMS ARE SEEN IN THE FOREGROUND WITH ACCESS FROM CLEAR CREEK ROAD. FACILITIES FOR THE NAVY'S NEW TRIDENT SUBMARINES WILL BE BUILT IN THE AREA. THE EXPECTED POPULATION GROWTH WILL AFFECT THE HUMANS AND THE ANIMALS WHO PRESENTLY LIVE THERE,Rural Landscape,data/documerica_subset\556916.jpg,True,169
557002,"AERIAL VIEW OF CITY WATER RESERVOIR OF BREMERTON. IT IS LOCATED SOUTHEAST OF BREMERTON IN SOUTHERN KITSAP COUNTY. THIS COMMUNITY AND OTHERS LIKE IT WILL BE AFFECTED BY POPULATION GROWTH WHEN THE NAVY'S TRIDENT SUBMARINE BASE IS BUILT NEARBY. A ""NEW CITY"" IS PROPOSED TO HOUSE A SUBSTANTIAL PORTION OF THE PROJECTED 27,000 PEOPLE WHO WILL MOVE INTO THE AREA WHEN THE NAVAL INSTALLATION IS COMPLETED",Pollution and Environmental Damage,data/documerica_subset\557002.jpg,True,170
557007,"KITSAP COUNTY AUDUBON SOCIETY MEMBERS ON A FIELD TRIP. THEY ARE IDENTIFYING THE FAUNA AND FLORA ON A SMALL PIECE OF WILD LAND BEING MIS-USED BY WEEKEND TRAIL MOTOR BIKERS. INCREASED LAND USE PRESSURE IS EXPECTED WHEN THE NAVY'S TRIDENT SUBMARINE BASE IS BUILT NEARBY. A ""NEW CITY"" IS PROPOSED TO HOUSE A SUBSTANTIAL PORTION OF THE PROJECTED 27,000 PEOPLE WHO WILL MOVE INTO THE AREA WHEN THE NAVAL INSTALLATION IS COMPLETED",Pollution and Environmental Damage,data/documerica_subset\557007.jpg,True,171
557099,"VIEW OF OVERGRAZED PRAIRIE WITH HARDWOOD FOREST IN THE DISTANCE IN DONIPHAN COUNTY KANSAS, NEAR TROY IN THE EXTREME NORTHEAST CORNER OF THE STATE. PLANTS THAT INHABIT THE AREA ONCE COVERED BY TALLGRASS PRAIRIE INCLUDE GOLDENROD; DOGBANE AND BROME GRASS. NORTHEAST KANSAS IS UNIQUE BECAUSE IT CONTAINS THE ONLY HARDWOOD FOREST IN THE STATE IN ADDITION TO TALLGRASS PRAIRIE",Rural Landscape,data/documerica_subset\557099.jpg,True,172
557248,"POLLUTION FROM COKE BATTERIES HANGS IN THE AIR OVER A JONES AND LAUGHLIN STEEL CORPORATION PLANT AT ALIQUIPPA, PENNSYLVANIA NEAR PITTSBURGH. SOME DISCHARGE ALSO IS MADE INTO THE OHIO RIVER, THE POLLUTION HAS CONTINUED SINCE THIS PICTURE WAS TAKEN. NEW COKE BATTERIES WERE SCHEDULED FOR OPERATION IN THE FALL OF 1975",Pollution and Environmental Damage,data/documerica_subset\557248.jpg,True,173
557252,"CLOSEUP OF AN OUTFALL CONTAINING STYRENE EMPTYING INTO RACCOON CREEK WHICH EMPTIES INTO THE OHIO RIVER. IT COMES FROM THE KOPPERS CHEMICAL KOBUTA PLANT IN POTTER TOWNSHIP, BEAVER COUNTY WHICH IS WEST OF PITTSBURGH, PENNSYLVANIA",Pollution and Environmental Damage,data/documerica_subset\557252.jpg,True,174
