pair_id,comment_id,article_id,month,is_pick,comment_text,n_tokens,n_chars
5a8e22a710f40f00018c24f6_26067230,26064686,5a8e22a710f40f00018c24f6,Feb2018,no,"The Environment Protection Agency was signed into existence by Richard Nixon. No river has caught on fire from pollution, like the Cuyahoga in 1969, since then. We've had relatively clean air and water because of the EPA. Trump is destroying the EPA. He thinks billionaires getting even richer than before is more important that the health of the citizens.
Nixon had a lot of faults but if you're breathing clean air today you can thank him for signing that agency into existence. When you're breathing polluted air in a few years, thank Trump.",114,544
5a8887ad10f40f00018c19d1_26014913,26014913,5a8887ad10f40f00018c19d1,Feb2018,yes,"The damage is done. I have a friend who is convinced Hillary and Bill Clinton are corrupt murderers who colluded with John Podesta to run a child sex slave ring out of a Washington, DC pizzeria. And every time I show my friend a news story debunking these as propaganda, disavowed by some of the original authors as lies, my friend says, ""That's just what the Deep State wants you to believe. You are blind man. Can't you see? The Russians had nothing to do with it. The Deep State media wants you to think they do to you will turn against President Trump, just when he's about to reveal the whole conspiracy!""

In hindsight we will look back at the years from 1776 - 2016 as the golden age of American democratic Republic. And the years after as the beginning of American Despotism. Just like the Romans didn't know what hit them until many years later, so it will be with us. And no amount of indictments or news stories can put the genie back in the bottle. And that IS sad.",223,977
5a8887ad10f40f00018c19d1_26014913,26016038,5a8887ad10f40f00018c19d1,Feb2018,no,"We absolutely should be holding tech giants like Google/Facebook/Twitter accountable and strictly regulating them. Our laissez-faire approach to online ""speech"" has proven to be a completely toxic gift to the Putin regime and to terrorist networks everywhere -- those that inspired Dylan Roof and Nikolas Cruz as well as jihadist Islamist groups.

Our ""unwillingness to regulate political speech on the internet"" (not just paid propaganda and hate speech -- but death threats, rape threats, revenge porn and other longstanding alt-right tactics) and our ""tolerance for anonymity"" (by trolls, bullies, violent sociopaths, misogynists, the rich) actually ARE weaknesses. Frequently fatal weaknesses.

Every wonder why the USA has a worse Nazi problem than Germany? Because we refuse to restrict the precious freedoms of fascists - since regulations are always bad!

Free-market corporate libertarians like Julian Sanchez and the Cato Institute are aiding the destruction of our society. The refusal to place any meaningful restrictions on online media is deeply linked to our insane refusal to restrict the ""freedom"" to own weapons designed for mass murder. Ever wonder if groups like Cato and the NRA have any financial interest in the carnage?",241,1243
587e43dc95d0e0392607b26a_21127551,21127551,587e43dc95d0e0392607b26a,Jan2017,yes,"I can't help but notice that among the comments here from Republican readers, none of them express any concern for any of their fellow citizens while Democratic readers are distressed and outraged at the idea of anyone having to go without medical care.",46,253
587e43dc95d0e0392607b26a_21127551,21125108,587e43dc95d0e0392607b26a,Jan2017,no,"The willful maliciousness and ignorance of Republicans at large is pretty much beyond the pale.
They are an unpopular party that is going to get reamed in the mid-terms if they follow through on this.",42,200
5a4eb5047c459f29e79b25b4_25440812,25440812,5a4eb5047c459f29e79b25b4,Jan2018,yes,"If we survive Trump, it will make us stronger. I never had a clue who Bannon, or the Mercers, or the rest of the GOP donor class who would sell the US out to Russia for a tax cut were. Now I do. I never had a picture of the glue that holds together evangelicals and NAZIs, now I do. If Clinton had won, Trump's dream of his own political propaganda network would probably have come true. Instead, Trump's victory lifts the rock and reveals the scary creatures underneath. They have been there for three decades, but I didn't pay attention until Trump came along to threaten our survival.",130,587
5a4eb5047c459f29e79b25b4_25440812,25438666,5a4eb5047c459f29e79b25b4,Jan2018,no,"For the Deep State — the unelected real power in our country — the Bannon/Trump rift is all good. Bannon’s self-immolation is a plus and if he takes Trump with him, the more reliable Pence assumes the presidency. The Democratic establishment and its liberal enablers are equally servile before the plutocratic class and only crave returning to power. They fear that Trump will depart too soon, depriving them of their only campaign slogan for 2018: “We’re not Trump.” For the rest of us, only a grass-roots movement mobilized around a third party and people williing to engage in massive civil disobedience will suffice. Anything less is just more magical thinking.",143,665
5a629f0210f40f00018bcfe9_25633271,25633271,5a629f0210f40f00018bcfe9,Jan2018,yes,"Reading this ""Clueless"" column I am reminded of similar viewpoints expressed throughout the early 2000's by, wait for it, conservative pundits that ran along these lines ""Why would anyone object to idea of Banks being prodded by the Federal Government and championed by a Republican President, Bush 43, to the idea of ""Everyone owns a home"". Win/Win for American's who want a home pf their own, banks do great, everyone is happy."" Corps bring back money. Regulations being eliminated. What could go wrong? Maybe before celebrating lets see what could go wrong because if there is a way I have a hunch Trump will find that way.",139,626
5a629f0210f40f00018bcfe9_25633271,25633871,5a629f0210f40f00018bcfe9,Jan2018,no,"Yup, like a man who jumps off a skyscraper roof and thinks to himself as he passes the 50th floor, ""so far, so good."" Stupid decisions take time to unfold. You'll feel wonderful after you drink a whole bottle of champagne. Tomorrow morning, not so much. It's quite obvious that what the Republicans have done is accelerate an economy that was already on a very strong trajectory, at the expense of balance in the form of numerous other interests beyond lining the pockets of the wealthy. Wait and see. over time, the idiocy will become apparent in its full glory, just like everything else we have witnessed with Mr. Trump.",135,623
5a5f293f7c459f29e79b45dc_25587474,25587474,5a5f293f7c459f29e79b45dc,Jan2018,yes,"While I generally agree that it is white and black women who are going to bring Trump down electorally or litigiously, I do not agree that ""by jettisoning much of the populist economic agenda he campaigned on, Trump’s actual presidency has made class less important and gender more essential to understanding how Americans divide.""
That is a clear non sequitur. His ""jettisoning"" populism was not just negative (he simply doesn't care about people), but an aggressively positive promotion of the small-percentage rich (whom he cares about because he cares only about himself). In fact, the key to anything he cares about is the degree to which it resembles himself. Thus his policies reflect his narcissism—they are only about rich, racist, white, men. The Republican leadership in Congress reflects and shares these values, though with less testosterone or backbone.
Democrats need to illuminate the fact that all voters who are not rich, racist, white men are not being favored by the Trump-Republican administration, and should throw them out.",211,1046
5a5f293f7c459f29e79b45dc_25587474,25589918,5a5f293f7c459f29e79b45dc,Jan2018,no,"Ross, certainly as a practicing and sometimes proselytizing Roman Catholic, you must, if not openly admit, realize that much ""sex"" discrimination and double standard stems from roots of vowed obedience in patriarchal defined marriages where the woman subverts her own interests to that of her man. Much conflict among women has resulted from competition for men because the only available job that allowed stigma free childrearing was that of legal wife. For women, gearing oneself to be subservient is depressing and soul destroying work and our stories are just starting to be told. Beauty pageant owner, playboy, thrice married Trump was born a winner and those who are born winners dislike shaking up the status quo. And, in any ""man's world,"" higher paid men choosing women with which to pair up and maybe marry has been the status quo. It would not surprise me that regardless of skin tone and culture, some men would be willing to support a system in which they are have a better change of succeeding because many of those defined by gender as ""less than"" go along to get along.",219,1085
5a56601d7c459f29e79b3428_25507338,25507338,5a56601d7c459f29e79b3428,Jan2018,yes,"I think this article has implications toward how we respond to the angry white voter that supported Trump and the Republican Party. I think Trump is too often considered the culprit, when the real culprit is the Republican Party that enables him because they fawn for more power.

But I think if we are to save our democracy, it should not be through attempts to forge unholy alliances/compromises with members of this angry group. I do not believe we should go with a scorched earth campaign nor demand ideological purity (as we too often see in liberal political spheres), but the path forward, in my opinion, is to activate the populations that are targets of the current demagogues in power.

If we look at the elections in Virginia and Alabama in 2017, those states were won by appealing to the young and minority voter, they are the key to maintaining the institutions we hold dear in this country. It should be no surprise that white voters tend to take these institutions for granted since they have always been built for them. So when I see calls to build coalitions, I think the coalitions should be among those who fight for and are still fighting to expand our democratic institutions.",240,1197
5a56601d7c459f29e79b3428_25507338,25508379,5a56601d7c459f29e79b3428,Jan2018,no,"Yes, the notion of compromise in order to build a coalition is desperately true. If the supporters of the poor and hardworking people of the US created a new party it would be the largest party by far. All religious, non-religious, white, non-white, straight, non-straight people could join a party like this. And they could all agree to to not agree on anything, except that the nation to whom we pay taxes needs to take care of its citizens and our infrastructure. the dems could do this, if they let go of the demand that believing in a right to choose is a litmus test to legitimate membership in the party.
We need to save our nation now, so that we can disagree on the most fundamental moral, personal and ethical issues (while being protected by our constitution) later.
Bernie's people need to learn coalition and compromise politics, if they want our nation to continue. Evangelical people need to learn this too, if they want to continue to have the freedom to worship as they choose. the stakes are high for all of us.",218,1029
5a6fa55910f40f00018be5c4_25756976,25756976,5a6fa55910f40f00018be5c4,Jan2018,yes,"As the First Lady, it is proper for Melania to show support for hre husband by attending tonight's ceremony. It would be nice if the president were half as considerate about her feelings and behaved as a responsible adult instead of indulging in activities that sooner or later become tabloid headlines. No wife, let alone a First Lady, deserves such shabby treatment.",74,368
5a6fa55910f40f00018be5c4_25756976,25762596,5a6fa55910f40f00018be5c4,Jan2018,no,"Why are we paying $65,000 for the First Lady to fly home to her Palm Beach spa? Seriously? Taxpayers shouldn't be footing the bill for POTUS and FLOTUS' ""stress release"" moments around their dysfunctional marriage... if we had such a privilege, this country would be bankrupt!",66,276
5a4fb89b7c459f29e79b27d8_25444679,25444679,5a4fb89b7c459f29e79b27d8,Jan2018,yes,"This effort by the Justice Department to investigate the Clinton Foundation is a shameless and transparent effort to placate the wannabe authoritarian who occupies the Oval Office, not to mention a fair number of partisan Republicans and Republican-friendly media outlets. Unfortunately, this will undoubtedly be yet another example when Republicans in Congress look the other way and check their scruples at the door, rather than holding the Justice Department to account for this political attack.",85,499
5a4fb89b7c459f29e79b27d8_25444679,25453835,5a4fb89b7c459f29e79b27d8,Jan2018,no,"Google ""Clinton Foundation Puerto Rico"" and you come up with ""76 Tons of Medical Supplies Shipped to Puerto Rico"". The former president was there in November to personally oversee the distribution of the supplies and meet with the governor of Puerto Rico and the Mayor of San Juan to discuss the rebuilding of the island's infrastructure.

Is this ""investigation"" a case of ""no good deed goes unpunished""? If so,
BRING IT ON!",91,425
5a6e349c10f40f00018be2a4_25740027,25740027,5a6e349c10f40f00018be2a4,Jan2018,yes,"I think a distinction should be made between someone like Close, that is still living and historical artists. Not displaying Close's artwork at museums can have an impact on his life right now, future models won't be subjected to his harassment.

But to then try to apply this retroactively to historical artists from centuries ago is a bit much. Unless there's a living, complaining victim then perhaps let it go. We can't retroactively right all of history's wrongs, and if we don't allow works of art from people that behaved badly then there won't be any art.",116,563
5a6e349c10f40f00018be2a4_25740027,25738899,5a6e349c10f40f00018be2a4,Jan2018,no,"Why can’t we process and take in information as it exists? If Chuck Close was accused of sexual harassment then that information now exists in the public realm, and people can take it in as they chose. This information is now out there. And so, galleries have the right to put on what they want, it’s a free country. The idea that we should put asterisks on the work seems like a kind of censorship seems to cross a line. Just like actors and the public have a right to choose whether to partake in Woody Allen’s artwork—you take in the information and make a choice as a free citizen.",125,585
5a61023710f40f00018bcb82_25614772,25614772,5a61023710f40f00018bcb82,Jan2018,yes,"I appreciate these letters. We cannot have change unless we understand where we really are starting from. This is a good idea.
But I have a request. Come talk to me and others who voted for Clinton but weren't voting FOR Clinton but rather, voting against Trump. Assuming that a monolith of millions happily voted for her is just as wrong as assuming everyone who voted for him fits neatly into one box. The democrats remain in trouble and all the answers do not lie with persuading Trump voters they are wrong.",104,511
5a61023710f40f00018bcb82_25614772,25621518,5a61023710f40f00018bcb82,Jan2018,no,"I really think the difference between progressives and republicans has to do with how to satisfy their basic human needs. Progressives believe humans must evolve and find ways to peacefully interact with each other while republicans believe that humans, like most animals, must use force as a deterrent to move forward. I believe that force could eventually lead to our extinction. Maybe republicans think that by having that force we’ll never use it.
That seems odd.",88,467
587f257795d0e0392607b4b6_21136501,21136501,587f257795d0e0392607b4b6,Jan2017,yes,"interesting opinion piece from the mind of a conservative. however, neither progressives or liberals believe in kings only conservatives, who want that type of authoritative structure to backup their desire for order.
now on foreign policy Obama s greatest achievement was not the killing of bin Laden (merely icing on the cake) but the surge in Afghanistan that prevented the imminent of Pakistan who actually has tactical nukes. REMEMBER?
The other conflicts be it Iraq, Syria, Libya or ISIS the US could have intervened but at what cost? The only thing the warring factions, be it religious, economic or power struggles would agree on is the US would be an invading foreign power. The Israel -Palestinian conflict and before the Sunni awakening would be good examples of the total failure of that type of policy.
Now as far as the economy is concerned, we are a market based one, competing against automation and globalization. The problem is that there is not enough paying customers per square mile to support: broadband, phone service, electrification, hospitals, clinics, doctors, etc. without some type government redistribution from more populated areas (blue states), I see it on my electrical and phone bill every month.
But the conservatives in red states are now getting the smaller government they desire and vote for.
which leads back to healthcare, which is solved by creating electronic FDA approved interactive diagnostic and treatment workbooks and a smartphone",276,1480
587f257795d0e0392607b4b6_21136501,21135228,587f257795d0e0392607b4b6,Jan2017,no,"Ross continues to offer the GOP canard of Obama's budget-busting Presidency. Check your copy of the Constitution, and you'll find that Congress is solely responsible for taxes and spending. No President, since Nixon, can impound funds, nor fail to collect taxes authorized by Congress, and the Congress has been run by the GOP since 2010 and the Senate since 2014.

In what world is it Obama legacy that the Congress has failed to raised enough funds to pay for their ambitions?

Compounding this nonsense is the fact that George W Bush cut taxes, engaged in multiple wars and then for his finale, blew up the world's economy. Leaving the scatter remains of our industries and banking. The US was losing over 1 million jobs a month while the GOP slinked out of Washington, yet brazenly declared in the smoldering ruins that they would obstruct the new President.

Had history been otherwise, the GOP would be relegated to history's heap where it belongs. Bravo to you and your fellow revisionists, for continuing to cling to your version of history where the GOP did not nearly destroy the country and world's economy, and where President Obama did not calmly and resolutely put the pieces back together in an extraordinary manner, and with little acclaim.

The agenda was always clear: Having destroyed the GOP by 2008, all efforts are focused on taking any credit from the guy who bravely stepped forward to clean up your mess.

As George W Bush would say, ""Mission Accomplished.""",312,1482
5885bd0a95d0e0392607c355_21191835,21191835,5885bd0a95d0e0392607c355,Jan2017,yes,"The deeper issue here is the asymmetry of reporting that characterized this election. Mr. Trump was easily the biggest purveyor of fake news repeatedly making unsubstantiated claims and allegations of illegal activities by Hilary Clinton. He was aided in his fake news efforts by FBI Director Comey who did the same.

The press repeated Trump’s and Comey’s fake news apparently based upon the shaky grounds that it was legitimate news because it came from their mouths. The press should have been investigating and reporting on why both of these men were making claims based upon supposition and outright deceits and thereby spreading phony rumors as truth. This is far more troubling than BuzzFeed revealing these allegations against Trump after they were already in wide circulation in DCs inner circles.",147,806
5885bd0a95d0e0392607c355_21191835,21196970,5885bd0a95d0e0392607c355,Jan2017,no,""" Their theory is that the media can confront power by engaging in a theater of traditional journalism and proving their purity and incorruptibility — in short, hew to the same rules that got them steamrollered in 2016. ""

Absolutely correct. The part of America that elected Trump has, generally, no relationship with main stream media, the concept of journalistic integrity nor the ability to process and dissect news which is not delivered pre-digested. That is not a criticism, merely observation. Hewing to Marquis of Queensbury rules with that crowd serves no purpose.

Buzzfeed cannot serve Trump's supporters, just as the grinning mannequins on Fox cannot possibly be of interest to anyone looking for honest reporting.",149,727
5a549d4c7c459f29e79b2f8f_25483765,25483765,5a549d4c7c459f29e79b2f8f,Jan2018,yes,"The criminalization of a duly elected President is failing day by day,

So now they have turned to mental health. What's next?

Personally I would call a person who defeated 19 other candidates, the entire news media, without mega donations, and figured out how to speak directly to the people, a genius.

Now why couldn't HRC come up with such a strategy?",77,356
5a549d4c7c459f29e79b2f8f_25483765,25483958,5a549d4c7c459f29e79b2f8f,Jan2018,no,"The very stable genius asked, ""Where's my Roy Cohn?""

The answer in an ad this morning: ""On Broadway!""

The revival of Angels in America could not have come at a better time. Anyone who wonders what Trump meant can--and should--learn a lot about his late mentor from this amazing play.",64,285
587e0de995d0e0392607b1c4_21124140,21124140,587e0de995d0e0392607b1c4,Jan2017,yes,"Dividing the land to create two viable states is, I believe, no longer possible. Population transfers of any sort are, in my opinion, unacceptable—and I can't support removing Jewish settlers from their homes any more than I can support removing Arabs from theirs. A one-state solution, while appealing to those like me who see no need at all for ethic or religious nationalism, is not practical as the Israeli Jews know that it will destroy their homeland and therefore will never agree to it.

At this point I see only two possible solutions. One is the final triumph of one ethnic group over the other, with the losing ethnic group (most likely the Palestinians) forced to leave or live in permanent oppression. The other—extremely difficult, but still maybe within the realm of possibility—is to create a Federation of Palestine and Israel: two states that remain politically separate, one with an Arab and one with a Jewish character, but that occupy the same land and, by treaty, allow complete freedom of movement of their citizens on the shared land and have a completely integrated economy.

Unfortunately, the liberal-minded world that maybe once would have optimistically pursued such a novel and progressive solution may, with Brexit, Trump, and the rise of nationalism everywhere, no longer exist. And that, I'm afraid, means the actual solution will, in the end, be either oppression or ethnic cleansing.",275,1418
587e0de995d0e0392607b1c4_21124140,21123010,587e0de995d0e0392607b1c4,Jan2017,no,"The geographic borders of Israel, including the disputed 'west bank' have been mostly unchanged since ancient Persia - Cyrus the Great returned Jews to this geography circa 550 BC. In the 1947 war of independence, Trans-Jordan (as it was known then) captured the 'west bank' and granted citizenship to those living there. At this time, the Arab countries closed ranks and refused all dialogue with Israel (a tactic common for centuries under the Ottoman when Muslim & Christian sects staked out specific sites they claimed important to their respective religions and refused access and ownership to Jewish sites). After the 1967 Arab-Israeli war, Israel recaptured the west bank and upon winning the war offered it back to Jordan in return for uniform peace agreement with all Arab countries & Egypt. . .their response was NO talks, NO deal, NO peace.
The last serious attempt at peace was December 2000 by Pres Clinton who achieved agreement between PM Barak (Israel Labor) and Chrmn Arafat (PLO) whereby Israel would relinquish claim to more than 90% of the geography, share Jerusalem and Palestinians would recognize Israel's right to exist and agree to full peace. Arafat reneged.
Now pain is gathering on all sides. Discussions since 2000 have failed. That process is dead. With the advent of Friedman, a man Netanyahu is not keen on because Friedman appeals to the far right, maybe all sides will look carefully into their abyss and behave prudently? GIVE PAIN A CHANCE.",324,1476
5a5f54317c459f29e79b4649_25588146,25588146,5a5f54317c459f29e79b4649,Jan2018,yes,It's so nice to wake up to news like this for a change.,15,55
5a5f54317c459f29e79b4649_25588146,25592096,5a5f54317c459f29e79b4649,Jan2018,no,Can't have that... Who will have as an enemy ????,13,49
5a84694a10f40f00018c0fcd_25977965,25977965,5a84694a10f40f00018c0fcd,Feb2018,yes,I saw the second preview with Jamie Brewer. It was a heart-warming experience. I met both Jamie Brewer and Edward Barbanell after the show. I plan to go back to see the play with Edward.,43,186
5a84694a10f40f00018c0fcd_25977965,26013740,5a84694a10f40f00018c0fcd,Feb2018,no,I just saw this play with Mr. Barbanell in the lead. He is a brilliant actor. It is an extremely strong play. Well-written and the entire cast is outstanding. Go see it!,41,169
5a5a5e4a7c459f29e79b3d5e_25558716,25558716,5a5a5e4a7c459f29e79b3d5e,Jan2018,yes,"On Thursday afternoon my last tweet to my daughter, who was waiting at the airport for her flight to Hawaii, read ""Have fun! Don't watch the news!"" Her reply; ""Thanks, we are really looking forward to a sunny and news-free weekend!""

By ""news-free"", we were of course talking about taking a break from the narcissistic barrage of ignorance and instability that Donald Trump subjects Americans to every day. With all of the recent talk of nuclear buttons, when my daughter received the text this morning, she understood that it wasn't just a missile that was incoming, it a nuclear missile.

Other than Switzerland who has enough accessible nuclear shelters for every citizen (they intend to survive the madness if they can) all nations are extremely vulnerable to nuclear attack. One nuclear weapon exploding in a major US city for instance could fill every hospital bed in the USA ( we have less than 900,000 hospital beds) and even that would require throwing out the existing patients.

Today served as another wake up call. A dry run into madness. Is America safe with Trump at the helm of this ship of state? Or is this guy with his blustering demeanor and understaffed state department and gutted diplomatic core, returning us to the brinkmanship of the cold war? As a school child living outside of NYC back in the 50's and 60's, I understood that I was toast if a nuclear war began... and so was the planet... Nothing has changed in that regard...",305,1455
5a5a5e4a7c459f29e79b3d5e_25558716,25558341,5a5a5e4a7c459f29e79b3d5e,Jan2018,no,"Some years ago, my stance re nuclear weapons was basically the one Richard Rhodes stakes out in the preface to his ""Making of the Atomic Bomb."" As I've read, thought, and learned more about it, my mind has changed. It happens.

Russia and China will go ahead with upgrading their capabilities irrespective of what we do. If you know the most recent history of weapons-related overtures to Russia, you know that, under the current leadership, they're simply not prepared to do serious reductions/restrictions. They see us as their principal threat; and they talk openly of atomic war.

The world is what it is, and we have to live in, and face down threats from, that world. Democracies with nukes are not dangerous. The Defense Science Board knows a lot more about this than the Times, and they're the ones who called for the modernization of the triad, which the Obama admin. agreed with. Read the DSB's ""Seven Defense Priorities for the New Administration.""

As an actual expert on this issue, Brad Roberts, writes: ""[T]he world would become a more dangerous place if the United States were to abandon its project to negate the nuclear deterrents of regional challengers."" And we need weapons that can fight and end/win limited war, if, God forbid, one should break out. If, other than the B-61, all we have is high-yield weapons, many more will die. Contrary to belief, Trump cannot use these weapons by himself but could, via thoughtless belligerency, get us into a fast-escalating conflict.",329,1495
5a77b80f10f40f00018bf791_25833288,25833288,5a77b80f10f40f00018bf791,Feb2018,yes,"I have three times in the last month (I travel for work frequently) been on a plane next to someone with a dog. I have horrible allergies. By the time we landed, I looked like a prize fighter--on the losing end. My eyes were swollen, nearly shut, and I was clearing my throat of increasing phlegm. I cannot take allergy meds because I have a paradoxical reaction and would not be able to command a meeting, etc. when I land.
Why can't people manage their emotions and anxieties in other ways, rather than just relying on their pets at my expense?",122,546
5a77b80f10f40f00018bf791_25833288,25833903,5a77b80f10f40f00018bf791,Feb2018,no,"On the first leg of a flight last year, there was an announcement that no peanuts would be served, because someone aboard was allergic to nuts. On the second leg of the flight, three passengers close to my companion and me had animals, either in small carriers or in their laps.

My companion is allergic to all animals. When we asked the flight attendant about the inconsistency with regard to allergies (peanuts vs. pets), she told us we could be booked on another flight.

I'm pleased to see this attention to what has become a highly abused ""right"" and hope it results in action. No one likes more regulations, but they sometimes are necessary to counteract poor judgment.",137,676
5a8882c410f40f00018c19be_26018385,26018385,5a8882c410f40f00018c19be,Feb2018,yes,"I've suggested it before, so I'll suggest it again. Maybe this will gain some traction:
Put a steep tax on the purchase of every bullet. Guns don't kill people -- bullets do! If the government were to put such a huge, expensive surcharge are bullets, then eventually bullets would become an expensive commodity just to even use one.
The money collected from this exorbitant tax on bullets could go the victims' families and also would probably help bolster the social services that the Republicans keep gutting.
Yes, I'm still trying to figure out how we might implement this. But, really, how else to stop the carnage if the guns don't have any bullets?",138,654
5a8882c410f40f00018c19be_26018385,26018965,5a8882c410f40f00018c19be,Feb2018,no,"Along with mentioning the Second Amendment, we should always add that the guns used at that time in history were muzzle loaders requiring 30 seconds to one minute between shots (depending on the skill and reflexes of the user). Our ancestors brought down enough game to feed themselves and their families -- and won their freedom from an oppressive regency -- using only those guns.
Would the mass shooting casualties decrease if gun owners were limited to the technology in place when the Second Amendment was written? Does anyone actually believe our founding fathers could even imagine bump stocks and rapid-fire AR-15s? And what twisted, sick mind could think anyone would ever need such a weapon in civilian life?",136,718
5890604695d0e0392607db82_21309494,21309494,5890604695d0e0392607db82,Jan2017,yes,"Well, if they're aiming to make football less popular, there's no better way to go than watering it down. By its nature, football is a violent sport. Those who can't handle the consequences just shouldn't play.",46,210
5890604695d0e0392607db82_21309494,21309312,5890604695d0e0392607db82,Jan2017,no,"Gruden is a shill, he doesn't care about the health and safety of our kids. Just where is the next tv camera, and where is his next paycheck coming from.",37,153
587d42fc95d0e0392607b02a_21124041,21124041,587d42fc95d0e0392607b02a,Jan2017,yes,"I'm trying to see this from a Trump supporter's point of view. Cozying up to Russia is good, because then the US and Russia can join forces to defeat ISIS. If ISIS and its vision of fundamentalist Islamists conquering Europe are taken out of the picture, then Europeans and Russians can settle down and go about their business, right? No more worries about crazy assassins and terrorist attacks. All of the white people can just relax and stop worrying about being overrun by brown people. I'm guessing that this is what Trump supporters hear. They see NATO as ineffective, an expensive alliance that costs them a lot of money, but offers them nothing in terms of protection. Am I getting this right?
So...dial back to the first bit, about defeating ISIS. What kind of a war is that going to entail? If we join forces with Russia, who's going to be in charge? Will we have American soldiers fighting over in Syria and Iraq again? Or will we carpet-bomb trouble zones and wipe out the entire bothersome population of the area? And then what happens? Who's going to counter-attack? What other countries will get involved? Will China give support to the Islamists, if Trump upsets them over Taiwan? Will the Russians and Turks, known for their oppressive regimes, be trustworthy allies, or will they turn on us after we've helped them clean up the terrorists in and around their countries? What kind of an international backlash against the US will emerge? Surely someone else is asking these questions.",311,1500
587d42fc95d0e0392607b02a_21124041,21123604,587d42fc95d0e0392607b02a,Jan2017,no,"The Times headline writer tells us The World is gripped in a sense of uncertainty.

Whose World is The Times referencing? The World of the 20,000 globalists and their sycophants frolicking in Davos? Those Davos Men (what, no women?) plotting to add to their enormous plunder? Those filthy richers competing to be the first trillionaire?

Is it The World of 1.384 billion Chinese who are downright furious? Not just plain old furious, but downright furious! Who wouldn't be furious living under the uncertainty of life under a totalitarian regime that might pull the bulldozers into your ancient village and level it for another mega-factory with its Spartan dormitories tailor made for a sweatshop economy?

Maybe it's The World of the American political establishment that is uncertain about the future of its lobbying efforts. How can you buy America if the President-Elect is a crazy buffoon?

Maybe it's The World of The New York Times. In public, The Times is leading the crusade against the onslaught of Satan and the demise of democracy. In the back room, The Times' bean counters are cheering on the uncertainty of Trump, the Click-Baiter-in-Chief, because he has single handedly created financial stability in a company foundering in the backwash of technology.

Tell us Times, whose World is gripped in uncertainty?",285,1325
5874998695d0e03926079d7a_21048955,21048955,5874998695d0e03926079d7a,Jan2017,yes,"Weakening and breaking apart public education would take away the only public institution that attempts to treat all children equally . Although inequities exist between rich suburban districts and poor urban and rural districts, the framework is there to work on this issue. Public schools strive to give a common knowledge base to all children regardless of wether they are able to pay. Expanding public education to early childhood education can only help address economic inequalities. Public education is the one place where we have a chance to invest in all our citizens before they become unemployable, unprepared adults.
Betsy DeVos agenda involves destroying our system of public education, including the tearing down of teacher status and pay. But most importantly it will encourage the division of people by social and economic class. Reducing education to a business will only benefit those who can pay. Vouchers will never address educational problems in poor rural and urban districts.
Betsy DeVos who has never worked in a school environment, doesn't understand the challenges of education for all, doesn't understand the value of education for all, has her own agenda for our education system and she does not deserve to serve as Secretary of Education. Anyone looking at her history would easily understand this except of course Donald Trump and Senate Republicans, who do not care about giving a fair chance to the constituents that elected them.",267,1464
5874998695d0e03926079d7a_21048955,21051295,5874998695d0e03926079d7a,Jan2017,no,"""The group Americans United for Separation of Church and State has documented how conservative Christians have long supported vouchers, which could fund religious schools.""

An apt, if imperfect (because the method of implementation is not identical) analogy to what DeVos brought to Michigan has been going on in both the Lakewood, NJ and the E. Ramapo, NY school districts, where over a stretch of years Orthodox Jews have run successfully for seats on the public school boards -- even though their children attend private Yeshivas. Once in majority control, they slashed public education budgets in an attempt to lower property taxes and divert assets from the public schools to their private religious institutions.
http://nymag.com/news/features/east-ramapo-hasidim-2013-4/

When NY Governor Cuomo finally appointed a monitor to the East Ramapo district, tensions and dirty politics only intensified.
http://patch.com/new-york/newcity/politicians-fight-over-east-ramapo-sch... The damage to public education is proving irreversible, at least in the short-to-medium term. Allowing any variation of this to occur on a national level would be catastrophic.

Yes, a few teacher perqs (e.g. tenure after only 3 years' service) may be uniquely generous to their profession, but that doesn't justify trying to eradicate the union, or dismantling an entire system. A solid public K-12 education (of which I'm a grateful beneficiary) is necessary, and should be universally available.",304,1480
58d14ada95d0e02489b9249c_21101465,21101465,58d14ada95d0e02489b9249c,Jan2017,yes,"I had a number of reactions to this piece. It strikes me that the last several presidents-Obama, Bush, Clinton, Nixon, Johnson, Carter -have had only daughters. The sport of picking on the daughters is now well developed. I was appalled at the mean comments about many of the girls as they experienced adolescence and the pitiless limelight simultaneously.
Now I guess it is OK to let the daughters have it at any stage of life. So far the sons have not been in for it.
Donald Trump is to me not fit to govern us and worrisome on many levels. This is where we ought to focus-cabinet appointments-Supreme Court nominees, agency heads, potential conflicts of interest, unreliable temperament and general ignorance.
Instead we have a ""feminist"" writer going to town on his daughter -her sins seem to be having it all, being elegant and a style-setter, making a lot of money, being in a happy marriage and having 3 children upon whom she appears to dote. No mention is made in the piece that having a strong mother who was no pushover may have given her some backbone and reality training.
I have seen no indications that she wants a political role. A focus on affordable daycare is commendable . Tax credits do not go far enough though. Yes she has no idea of how the working class and middle class struggle with work/pay/family balance. This is complex on many levels. Write to her and tell her. It might turn into a very surprising initiative.",309,1442
